4.670699999999999852e-01,4.529340000000000366e+00,9.676650000000000418e+00
5.652700000000000502e-01,4.838320000000000398e+00,9.623950000000000671e+00
5.341299999999999937e-01,4.819160000000000110e+00,9.679040000000000532e+00
5.317399999999999904e-01,4.629940000000000389e+00,9.643110000000000070e+00
5.269500000000000295e-01,4.615569999999999951e+00,9.746109999999999829e+00
5.221599999999999575e-01,-9.705389999999999517e+00,9.508999999999999675e-01
4.898200000000000109e+00,-5.173699999999999966e-01,9.475450000000000372e+00
4.998800000000000132e+00,-4.574900000000000078e-01,9.485030000000000072e+00
1.006227999999999945e+01,-6.945999999999999397e-02,1.595210000000000017e+00
1.008383000000000074e+01,1.484999999999999931e-01,1.679040000000000088e+00
9.885030000000000427e+00,1.906590000000000007e+00,1.988019999999999898e+00
9.791619999999999990e+00,1.961680000000000090e+00,2.167660000000000142e+00
2.490999999999999881e-01,-9.717370000000000729e+00,3.952100000000000057e-01
4.622800000000000242e-01,-9.657489999999999242e+00,1.338920000000000110e+00
-9.819999999999999563e-02,-9.647899999999999920e+00,1.013169999999999904e+00
-9.549699999999999633e+00,2.155999999999999930e-02,8.383199999999999541e-01
-9.518560000000000798e+00,2.155999999999999930e-02,9.125699999999999923e-01
-9.544909999999999783e+00,4.551000000000000184e-02,8.646700000000000497e-01
3.161700000000000066e-01,8.835929999999999396e+00,5.341319999999999624e+00
1.125700000000000034e-01,8.883829999999999671e+00,5.384430000000000049e+00
-4.311000000000000248e-02,5.554490000000000371e+00,9.073050000000000281e+00
-1.988000000000000045e-01,5.441919999999999646e+00,9.128140000000000143e+00
6.371299999999999741e-01,-1.724550000000000027e+00,-8.936529999999999418e+00
7.425100000000000033e-01,-1.693410000000000082e+00,-8.847899999999999210e+00
6.749699999999999811e+00,-3.305400000000000005e-01,-6.718560000000000088e+00
6.797600000000000087e+00,-4.000000000000000222e-01,-6.680240000000000400e+00
1.003114000000000061e+01,-3.041900000000000159e-01,4.431100000000000039e-01
9.949699999999999989e+00,-2.754499999999999726e-01,4.311400000000000232e-01
2.730500000000000149e-01,-4.000000000000000222e-01,-9.259880000000000777e+00
2.227500000000000036e-01,-3.161700000000000066e-01,-9.097009999999999152e+00
-9.633530000000000371e+00,-2.970099999999999962e-01,1.346109999999999918e+00
